0,0,11,1,2,7,14,11,15,103,5,101,49,3,5,8,7,9,0,2,1,7,9,4,4,8,22,19,11,12,2,6,10,5,6,1,0
0,0,2,2,2,1,0,14,28,163,2,102,66,3,3,5,3,6,0,2,1,1,7,4,0,1,7,5,6,10,2,10,7,11,4,0,0
0,0,76,17,18,8,20,15,8,26,2,37,36,0,6,3,7,9,2,0,3,0,0,2,0,8,65,8,8,11,7,8,8,23,39,0,0
0,0,35,54,86,47,32,15,17,22,1,25,19,0,1,0,2,5,0,0,1,0,3,3,3,1,31,3,8,7,2,3,4,15,35,0,0
0,0,17,8,76,152,37,33,15,27,0,22,17,1,2,3,1,10,1,0,0,1,0,1,0,1,14,2,5,4,3,3,0,2,22,0,0
0,0,12,2,19,200,100,25,12,35,3,20,7,1,0,2,1,4,0,0,2,0,2,1,1,0,11,1,1,6,3,2,1,2,3,1,0
0,0,10,1,7,20,145,91,44,50,0,36,27,0,2,0,0,5,0,0,1,0,2,1,1,0,8,0,4,6,3,1,3,6,6,0,0
0,0,14,1,1,6,36,139,100,93,0,33,31,0,1,0,0,1,0,0,0,0,0,3,1,0,4,0,3,6,0,1,1,3,1,1,0
0,0,11,0,0,3,1,26,120,229,1,41,22,1,0,0,0,1,0,0,0,0,2,0,0,2,3,1,1,6,4,0,3,2,0,0,0
0,0,28,0,0,1,1,7,17,246,18,120,23,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,3,6,0,1,1,1,0,0,0
0,0,96,1,0,0,2,3,3,98,81,147,16,0,1,1,1,0,0,0,4,1,0,1,1,0,5,2,1,2,11,1,0,1,0,0,0
0,0,6,0,0,0,0,1,4,105,12,286,49,1,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,7,0,1,0,0,0,1,0
0,0,10,0,0,1,0,3,11,52,1,176,194,2,2,0,0,2,1,0,0,0,5,0,2,0,4,0,1,4,3,0,1,2,1,1,1
0,0,16,1,2,1,2,8,3,41,0,39,217,90,32,5,1,3,0,0,1,0,1,6,0,1,4,0,2,2,0,0,0,2,0,0,0
0,0,11,0,0,1,0,3,5,28,0,23,83,78,172,37,3,6,0,0,0,0,0,3,0,1,4,1,5,3,2,2,5,0,1,3,0
0,0,24,0,1,1,2,1,3,30,2,32,47,10,113,135,28,10,0,1,1,2,1,8,1,1,9,0,0,3,4,2,4,2,0,2,0
0,0,21,1,0,3,4,2,4,54,2,32,43,5,21,88,121,32,1,0,1,2,2,0,1,3,11,3,3,5,4,2,6,2,1,0,0
0,0,21,1,1,1,0,6,1,46,0,59,41,2,21,30,76,120,4,2,1,0,2,3,1,4,11,11,2,6,2,1,1,0,1,2,0
0,0,22,1,2,2,2,4,0,50,1,62,60,0,14,18,10,117,36,10,4,0,1,2,1,3,12,32,0,4,2,1,2,1,0,4,0
0,0,13,0,3,2,7,5,4,76,2,36,78,2,10,3,10,45,39,48,26,3,1,5,0,8,14,15,4,7,3,2,2,1,2,4,0
0,0,14,0,3,3,3,6,5,71,0,19,43,0,11,6,3,16,24,40,110,17,11,5,2,7,27,5,5,4,3,5,3,5,1,3,0
0,0,19,1,3,1,4,7,2,22,0,27,41,0,13,8,3,16,6,14,91,92,29,9,1,4,27,1,3,3,8,6,5,3,3,8,0
0,0,15,0,4,3,6,7,0,13,0,28,31,0,10,2,3,10,3,3,30,94,105,29,10,6,41,3,4,6,4,4,0,3,2,1,0
0,0,12,0,3,2,4,7,2,8,2,30,24,0,10,5,6,4,1,0,19,18,43,111,34,28,65,4,7,4,6,5,6,2,1,6,1
0,0,6,1,1,3,5,7,1,6,0,13,31,0,4,5,4,7,2,2,7,4,8,23,62,95,127,6,4,10,3,7,13,7,3,3,0
1,0,3,0,1,1,2,5,0,4,0,15,18,0,3,2,3,2,0,1,1,0,3,4,13,75,262,16,5,5,9,5,4,7,10,0,0
0,0,0,0,1,1,2,1,0,2,2,2,7,0,0,0,1,0,0,0,1,1,0,1,2,6,423,13,3,3,0,4,1,2,1,0,0
0,0,1,0,3,3,2,9,2,9,0,11,35,0,0,0,1,3,1,1,2,1,3,4,2,17,188,124,21,13,3,4,7,6,3,1,0
0,0,1,2,3,3,2,6,2,9,0,9,32,1,1,1,5,4,0,3,1,2,1,5,1,10,53,69,182,22,17,6,7,15,5,0,0
0,0,13,1,3,13,9,20,1,16,0,20,33,0,3,3,3,2,0,0,0,1,1,3,2,9,31,22,84,130,22,9,11,10,4,1,0
0,0,10,4,7,14,9,12,5,22,0,20,21,1,1,2,2,6,0,2,1,1,1,4,2,7,32,5,32,85,97,49,13,6,6,0,1
0,0,10,4,5,6,13,17,8,18,0,28,34,1,2,0,4,7,1,0,1,0,5,3,2,5,22,4,9,25,50,110,57,23,6,0,0
0,0,19,1,6,13,13,13,9,23,1,42,23,1,2,1,3,5,1,3,1,1,2,9,3,3,25,4,4,16,9,60,102,48,14,0,0
0,0,15,5,5,14,20,10,11,36,1,35,35,3,1,3,2,7,0,1,0,2,7,1,1,4,22,6,6,15,7,23,54,113,15,0,0
0,0,31,10,10,21,14,16,10,34,0,45,38,5,5,1,3,2,0,1,0,1,5,5,1,3,12,1,11,12,4,10,17,83,68,1,0
0,0,72,8,21,15,17,8,7,30,4,19,35,1,12,12,12,24,5,2,13,7,3,3,1,23,66,12,13,7,0,6,10,6,4,2,0
0,0,110,3,7,5,6,9,3,9,0,14,46,3,46,8,5,8,4,4,3,8,0,2,7,47,82,10,4,1,3,0,9,8,6,0,0
